vehicle_id,trip_id,route_id,latitude,longitude,bearing,speed,timestamp,stop_id,stop_sequence,current_date,day
563,block_492_trip_6_service_1,,50.09366989135742,19.892847061157227,135.0,0.0,2025-10-06 10:03:29,stop_7_1203,2,2025-10-06,1
565,block_72_trip_7_service_1,,50.06850051879883,19.94475746154785,90.0,0.0,2025-10-06 10:03:26,stop_1089_260803,1,2025-10-06,1
566,block_85_trip_6_service_1,,50.08943557739258,19.987777709960938,315.0,0.0,2025-10-06 10:03:31,stop_79_10801,16,2025-10-06,1
567,block_94_trip_5_service_1,,50.08430862426758,20.029582977294922,135.0,0.0,2025-10-06 10:03:26,stop_292_40301,26,2025-10-06,1
569,block_489_trip_5_service_1,,50.0863151550293,19.981979370117188,90.0,0.0,2025-10-06 10:03:29,stop_81_11002,16,2025-10-06,1
571,block_491_trip_5_service_1,,50.071144104003906,19.945035934448242,180.0,0.0,2025-10-06 10:03:31,stop_51_7308,11,2025-10-06,1
572,block_211_trip_6_service_1,,50.086769104003906,20.01076316833496,270.0,0.0,2025-10-06 10:03:30,stop_284_39002,5,2025-10-06,1
573,block_214_trip_7_service_1,,50.06670379638672,19.960174560546875,45.0,0.0,2025-10-06 10:03:30,stop_95_12506,4,2025-10-06,1
575,block_212_trip_6_service_1,,50.07303237915039,20.036006927490234,135.0,0.0,2025-10-06 10:03:24,stop_1168_274406,1,2025-10-06,1
576,block_253_trip_5_service_1,,50.08895492553711,19.95808982849121,135.0,0.0,2025-10-06 10:03:26,stop_1628_311302,24,2025-10-06,1
577,block_416_trip_4_service_1,,50.03807067871094,20.216215133666992,315.0,0.0,2025-10-06 10:03:32,stop_908_127601,31,2025-10-06,1
578,block_486_trip_6_service_1,,50.06743240356445,19.956562042236328,270.0,0.0,2025-10-06 10:03:27,stop_97_12704,13,2025-10-06,1
579,block_213_trip_5_service_1,,50.0842170715332,20.0206241607666,135.0,0.0,2025-10-06 10:03:28,stop_286_39203,18,2025-10-06,1
582,block_496_trip_5_service_1,,50.10029983520508,19.924270629882812,45.0,0.0,2025-10-06 10:03:23,stop_3085_379304,1,2025-10-06,1
583,block_236_trip_5_service_1,,50.01198959350586,19.899200439453125,45.0,0.0,2025-10-06 10:03:26,stop_647_93702,6,2025-10-06,1
584,block_441_trip_6_service_1,,50.05802536010742,19.922048568725586,315.0,0.0,2025-10-06 10:03:32,stop_1007_250102,1,2025-10-06,1
585,block_495_trip_7_service_1,,50.084720611572266,19.934860229492188,225.0,0.0,2025-10-06 10:03:27,stop_43_6104,6,2025-10-06,1
586,block_244_trip_8_service_1,,50.00606918334961,20.01190948486328,135.0,0.0,2025-10-06 10:03:25,stop_1068_258602,1,2025-10-06,1
587,block_64_trip_13_service_1,,50.086700439453125,19.909027099609375,180.0,0.0,2025-10-06 10:03:31,stop_36_5401,1,2025-10-06,1
589,block_232_trip_6_service_1,,50.086883544921875,19.916805267333984,0.0,0.0,2025-10-06 10:03:31,stop_38_5601,26,2025-10-06,1
590,block_66_trip_6_service_1,,50.09248733520508,19.987743377685547,180.0,0.0,2025-10-06 10:03:25,stop_79_10801,18,2025-10-06,1
591,block_70_trip_5_service_1,,50.08355712890625,20.030624389648438,135.0,0.0,2025-10-06 10:03:23,stop_292_40301,22,2025-10-06,1
592,block_65_trip_13_service_1,,50.08180236816406,19.916318893432617,270.0,0.0,2025-10-06 10:03:29,stop_1535_306901,7,2025-10-06,1
593,block_71_trip_5_service_1,,50.08988952636719,19.982257843017578,90.0,0.0,2025-10-06 10:03:30,stop_79_10804,11,2025-10-06,1
594,block_499_trip_5_service_1,,50.049415588378906,19.932430267333984,315.0,0.0,2025-10-06 10:03:25,stop_2108_333804,7,2025-10-06,1
597,block_84_trip_8_service_1,,50.08665466308594,19.908958435058594,180.0,0.0,2025-10-06 10:03:32,stop_36_5401,1,2025-10-06,1
598,block_256_trip_4_service_1,,50.08317184448242,19.84947967529297,270.0,0.0,2025-10-06 10:03:24,stop_2513_356401,27,2025-10-06,1
607,block_425_trip_6_service_1,,50.068843841552734,19.926528930664062,0.0,0.0,2025-10-06 10:03:28,stop_55_7903,15,2025-10-06,1
609,block_440_trip_3_service_1,,50.06870651245117,19.942882537841797,180.0,0.0,2025-10-06 10:03:32,stop_1089_260807,18,2025-10-06,1
616,block_427_trip_7_service_1,,50.01927947998047,19.98809051513672,315.0,0.0,2025-10-06 10:03:25,stop_447_63010,8,2025-10-06,1
617,block_435_trip_6_service_1,,50.05479049682617,19.92795181274414,135.0,0.0,2025-10-06 10:03:33,stop_240_32601,7,2025-10-06,1
618,block_430_trip_11_service_1,,49.98554611206055,20.071075439453125,180.0,0.0,2025-10-06 10:03:26,stop_3161_384101,1,2025-10-06,1
619,block_434_trip_6_service_1,,50.026771545410156,19.970382690429688,90.0,0.0,2025-10-06 10:03:27,stop_447_63009,10,2025-10-06,1
621,block_429_trip_7_service_1,,49.991966247558594,20.04479217529297,315.0,0.0,2025-10-06 10:03:26,stop_1906_323502,5,2025-10-06,1
622,block_432_trip_10_service_1,,49.98554611206055,20.05267333984375,135.0,0.0,2025-10-06 10:03:24,stop_826_116701,15,2025-10-06,1
624,block_433_trip_6_service_1,,49.99531555175781,20.037811279296875,90.0,0.0,2025-10-06 10:03:27,stop_1906_323501,13,2025-10-06,1
625,block_410_trip_4_service_1,,50.07210159301758,19.803680419921875,270.0,0.0,2025-10-06 10:03:29,stop_0_0,9,2025-10-06,1
627,block_428_trip_10_service_1,,49.99497604370117,20.038541793823242,315.0,0.0,2025-10-06 10:03:28,stop_1068_258602,6,2025-10-06,1
628,block_431_trip_6_service_1,,49.986412048339844,20.074235916137695,135.0,0.0,2025-10-06 10:03:28,stop_2232_342901,18,2025-10-06,1
629,block_411_trip_2_service_1,,50.059959411621094,19.89437484741211,315.0,0.0,2025-10-06 10:03:31,stop_667_96301,4,2025-10-06,1
630,block_414_trip_3_service_1,,50.046112060546875,19.932985305786133,0.0,0.0,2025-10-06 10:03:29,stop_1201_281201,8,2025-10-06,1
632,block_413_trip_8_service_1,,50.046043395996094,19.932777404785156,180.0,0.0,2025-10-06 10:03:28,stop_1201_281201,1,2025-10-06,1
635,block_436_trip_10_service_1,,50.07182693481445,19.92878532409668,225.0,0.0,2025-10-06 10:03:26,stop_55_7904,3,2025-10-06,1
636,block_426_trip_7_service_1,,50.053993225097656,19.92857551574707,315.0,0.0,2025-10-06 10:03:25,stop_237_31903,12,2025-10-06,1
637,block_412_trip_8_service_1,,50.04677200317383,19.930938720703125,0.0,0.0,2025-10-06 10:03:24,stop_2108_333804,1,2025-10-06,1
638,block_415_trip_7_service_1,,50.066497802734375,19.873159408569336,90.0,0.0,2025-10-06 10:03:32,stop_1654_314104,5,2025-10-06,1
639,block_7_trip_9_service_1,,50.00718307495117,19.90510368347168,225.0,0.0,2025-10-06 10:03:24,stop_534_75101,8,2025-10-06,1
733,block_230_trip_5_service_1,,50.066749572753906,19.921527862548828,270.0,0.0,2025-10-06 10:03:30,stop_58_8204,21,2025-10-06,1
734,block_252_trip_6_service_1,,50.096927642822266,19.97392463684082,270.0,0.0,2025-10-06 10:03:26,stop_815_115501,1,2025-10-06,1
778,block_52_trip_6_service_1,,50.07426452636719,19.985660552978516,180.0,0.0,2025-10-06 10:03:29,stop_696_99571,12,2025-10-06,1
779,block_173_trip_6_service_1,,50.029823303222656,19.95319366455078,270.0,0.0,2025-10-06 10:03:25,stop_892_125502,11,2025-10-06,1
784,block_177_trip_5_service_1,,50.04499435424805,19.971736907958984,225.0,0.0,2025-10-06 10:03:27,stop_406_56705,17,2025-10-06,1
785,block_204_trip_7_service_1,,50.09501647949219,20.040311813354492,45.0,0.0,2025-10-06 10:03:31,stop_1633_311802,21,2025-10-06,1
786,block_54_trip_7_service_1,,50.101688385009766,19.963159561157227,90.0,0.0,2025-10-06 10:03:32,stop_1196_279602,2,2025-10-06,1
787,block_57_trip_6_service_1,,50.04246520996094,19.990764617919922,315.0,0.0,2025-10-06 10:03:26,stop_399_55902,5,2025-10-06,1
789,block_59_trip_6_service_1,,50.03527069091797,20.009653091430664,135.0,0.0,2025-10-06 10:03:22,stop_1058_257602,27,2025-10-06,1
790,block_172_trip_6_service_1,,50.06141662597656,20.00295066833496,0.0,0.0,2025-10-06 10:03:27,stop_3212_384701,18,2025-10-06,1
791,block_175_trip_6_service_1,,50.00447463989258,19.960451126098633,90.0,0.0,2025-10-06 10:03:31,stop_498_71002,1,2025-10-06,1
792,block_179_trip_6_service_1,,50.0784797668457,20.065555572509766,180.0,0.0,2025-10-06 10:03:29,stop_334_45909,29,2025-10-06,1
793,block_176_trip_8_service_1,,50.035953521728516,20.009721755981445,135.0,0.0,2025-10-06 10:03:25,stop_334_45909,1,2025-10-06,1
980,block_39_trip_6_service_1,,50.04936981201172,19.93291664123535,45.0,0.0,2025-10-06 10:00:45,stop_237_31903,3,2025-10-06,1
981,block_41_trip_5_service_1,,50.04547119140625,19.932846069335938,0.0,0.0,2025-10-06 10:03:31,stop_1201_281201,19,2025-10-06,1
982,block_42_trip_8_service_1,,50.066131591796875,19.940000534057617,270.0,0.0,2025-10-06 10:03:28,stop_53_7702,11,2025-10-06,1
983,block_43_trip_7_service_1,,50.077945709228516,19.983379364013672,0.0,0.0,2025-10-06 10:03:23,stop_696_99501,1,2025-10-06,1
986,block_111_trip_10_service_1,,50.03668212890625,20.009479522705078,270.0,0.0,2025-10-06 10:03:24,stop_469_66001,1,2025-10-06,1
989,block_112_trip_9_service_1,,50.04255676269531,19.993160247802734,180.0,0.0,2025-10-06 10:03:26,stop_899_126204,11,2025-10-06,1
990,block_220_trip_7_service_1,,50.06533432006836,19.877639770507812,270.0,0.0,2025-10-06 10:03:31,stop_110_14301,14,2025-10-06,1
991,block_224_trip_8_service_1,,50.062076568603516,19.888437271118164,90.0,0.0,2025-10-06 10:03:23,stop_107_14002,14,2025-10-06,1
993,block_108_trip_10_service_1,,50.0754508972168,20.015138626098633,0.0,0.0,2025-10-06 10:03:32,stop_297_40810,1,2025-10-06,1
994,block_221_trip_8_service_1,,50.071895599365234,19.945068359375,0.0,0.0,2025-10-06 10:03:27,stop_50_7104,2,2025-10-06,1
996,block_222_trip_6_service_1,,50.06850051879883,19.949167251586914,270.0,0.0,2025-10-06 10:03:28,stop_51_7301,1,2025-10-06,1
372,block_148_trip_18_service_1,,50.087650299072266,19.917837142944336,271.0,0.0,2025-10-06 10:03:22,stop_1019_252801,3,2025-10-06,1
350,block_34_trip_6_service_1,,50.08139419555664,20.039587020874023,100.0,0.0,2025-10-06 10:03:22,stop_306_42201,15,2025-10-06,1
373,block_259_trip_7_service_1,,50.144805908203125,20.108020782470703,12.0,0.0,2025-10-06 10:03:27,stop_1345_300201,18,2025-10-06,1
405,block_297_trip_6_service_1,,49.96528625488281,19.635778427124023,278.0,0.0,2025-10-06 10:03:25,stop_780_110802,25,2025-10-06,1
725,block_469_trip_8_service_1,,50.073822021484375,19.944223403930664,114.0,0.0,2025-10-06 10:03:27,stop_1022_253102,9,2025-10-06,1
370,block_289_trip_9_service_1,,50.11948013305664,19.80135154724121,135.0,0.0,2025-10-06 10:03:29,stop_156_20402,2,2025-10-06,1
152,block_262_trip_6_service_1,,49.98884201049805,19.81101417541504,235.0,0.0,2025-10-06 10:03:28,stop_705_101101,21,2025-10-06,1
153,block_263_trip_10_service_1,,50.017032623291016,19.876089096069336,23.0,0.0,2025-10-06 10:03:29,stop_1136_269402,3,2025-10-06,1
383,block_366_trip_7_service_1,,50.040122985839844,20.000904083251953,214.0,0.0,2025-10-06 10:03:10,stop_2078_331005,15,2025-10-06,1
382,block_326_trip_8_service_1,,50.081024169921875,19.89060401916504,350.0,0.0,2025-10-06 10:03:19,stop_2309_345906,2,2025-10-06,1
356,block_22_trip_8_service_1,,50.07481002807617,19.93625831604004,349.0,0.0,2025-10-06 10:03:24,stop_50_7186,1,2025-10-06,1
385,block_371_trip_9_service_1,,50.09801483154297,19.86840057373047,148.0,0.0,2025-10-06 10:03:20,stop_1623_310801,17,2025-10-06,1
361,block_20_trip_9_service_1,,50.108367919921875,19.878267288208008,329.0,0.0,2025-10-06 10:03:26,stop_14_1902,8,2025-10-06,1
369,block_36_trip_5_service_1,,50.08657455444336,20.010326385498047,246.0,0.0,2025-10-06 10:03:26,stop_285_39102,29,2025-10-06,1
354,block_1_trip_6_service_1,,50.088218688964844,19.93157386779785,306.0,0.0,2025-10-06 10:03:07,stop_2961_372404,1,2025-10-06,1
148,block_182_trip_17_service_1,,50.03874969482422,19.867605209350586,35.0,0.0,2025-10-06 10:03:24,stop_2971_373702,7,2025-10-06,1
368,block_30_trip_5_service_1,,50.073638916015625,20.048364639282227,285.0,0.0,2025-10-06 10:03:22,stop_312_42903,15,2025-10-06,1
371,block_78_trip_10_service_1,,50.03036880493164,19.936426162719727,71.0,0.0,2025-10-06 10:03:23,stop_640_92207,1,2025-10-06,1
200,block_321_trip_4_service_1,,49.97468948364258,19.859663009643555,271.0,0.0,2025-10-06 10:03:20,stop_772_110001,16,2025-10-06,1
409,block_35_trip_6_service_1,,50.094642639160156,19.99962615966797,112.0,0.0,2025-10-06 10:03:24,stop_271_37505,1,2025-10-06,1
353,block_455_trip_6_service_1,,50.05305099487305,19.916866302490234,222.0,0.0,2025-10-06 10:03:08,stop_230_31104,1,2025-10-06,1
407,block_395_trip_7_service_1,,49.93465805053711,19.966339111328125,299.0,0.0,2025-10-06 10:03:23,stop_2083_331502,10,2025-10-06,1
149,block_248_trip_9_service_1,,50.105045318603516,20.060693740844727,123.0,0.0,2025-10-06 10:03:25,stop_323_44501,2,2025-10-06,1
359,block_4_trip_8_service_1,,50.06748962402344,19.846593856811523,224.0,0.0,2025-10-06 10:03:20,stop_118_15102,20,2025-10-06,1
767,block_215_trip_5_service_1,,50.074771881103516,19.93643569946289,70.0,0.0,2025-10-06 10:02:31,stop_50_7105,1,2025-10-06,1
351,block_80_trip_8_service_1,,50.014381408691406,20.000255584716797,41.0,0.0,2025-10-06 10:03:22,stop_484_68204,20,2025-10-06,1
408,block_409_trip_9_service_1,,50.046783447265625,19.882614135742188,61.0,0.0,2025-10-06 10:03:12,stop_207_27602,12,2025-10-06,1
377,block_273_trip_9_service_1,,50.081459045410156,19.76793670654297,81.0,0.0,2025-10-06 10:03:22,stop_2179_338802,4,2025-10-06,1
384,block_370_trip_10_service_1,,50.126216888427734,19.80949592590332,289.0,0.0,2025-10-06 10:03:22,stop_736_104801,12,2025-10-06,1
355,block_3_trip_7_service_1,,50.0661506652832,19.859790802001953,103.0,0.0,2025-10-06 10:03:21,stop_116_14902,10,2025-10-06,1
766,block_467_trip_7_service_1,,50.101966857910156,20.012779235839844,315.0,0.0,2025-10-06 10:03:29,stop_3434_391502,18,2025-10-06,1
362,block_287_trip_6_service_1,,50.08502197265625,19.844364166259766,321.0,0.0,2025-10-06 10:03:24,stop_2513_356401,8,2025-10-06,1
380,block_386_trip_6_service_1,,50.13523483276367,19.7744140625,315.0,0.0,2025-10-06 10:03:27,stop_1272_292101,17,2025-10-06,1
386,block_293_trip_8_service_1,,50.03856658935547,20.026798248291016,343.0,0.0,2025-10-06 10:03:24,stop_3155_383404,5,2025-10-06,1
363,block_21_trip_8_service_1,,50.091243743896484,19.88139533996582,199.0,0.0,2025-10-06 10:03:20,stop_8_1301,23,2025-10-06,1
777,block_422_trip_5_service_1,,49.99357223510742,20.041969299316406,310.0,0.0,2025-10-06 10:03:25,stop_1906_323502,19,2025-10-06,1
154,block_356_trip_9_service_1,,49.944095611572266,19.87107276916504,78.0,0.0,2025-10-06 10:03:07,stop_3103_381101,1,2025-10-06,1
150,block_261_trip_7_service_1,,50.01749038696289,19.889202117919922,68.0,0.0,2025-10-06 10:03:27,stop_1362_303804,32,2025-10-06,1
157,block_180_trip_11_service_1,,50.011688232421875,19.92637825012207,145.0,0.0,2025-10-06 10:03:28,stop_530_74704,18,2025-10-06,1
155,block_299_trip_9_service_1,,49.986385345458984,20.0749454498291,1.0,0.0,2025-10-06 10:03:30,stop_2232_342901,1,2025-10-06,1
939,block_75_trip_9_service_1,,50.01047897338867,19.948835372924805,11.100000381469727,0.0,2025-10-06 10:03:35,stop_1749_317606,13,2025-10-06,1
961,block_335_trip_9_service_1,,49.992183685302734,20.045150756835938,299.0,0.0,2025-10-06 10:03:35,stop_1906_323502,4,2025-10-06,1
761,block_210_trip_6_service_1,,50.080848693847656,19.972984313964844,145.89999389648438,0.0,2025-10-06 10:03:34,stop_88_11802,14,2025-10-06,1
974,block_333_trip_10_service_1,,49.999298095703125,20.027677536010742,253.0,0.0,2025-10-06 10:03:23,stop_1153_272203,7,2025-10-06,1
948,block_351_trip_7_service_1,,49.96341323852539,19.817304611206055,198.39999389648438,0.0,2025-10-06 10:03:35,stop_798_112901,2,2025-10-06,1
770,block_9_trip_10_service_1,,50.1021842956543,20.012802124023438,348.6000061035156,0.0,2025-10-06 10:01:25,stop_665_95701,2,2025-10-06,1
909,block_270_trip_9_service_1,,50.14104461669922,19.910907745361328,138.0,0.0,2025-10-06 10:03:11,stop_1322_297702,2,2025-10-06,1
933,block_31_trip_6_service_1,,50.03843307495117,20.041738510131836,94.30000305175781,0.0,2025-10-06 10:03:33,stop_1639_312402,6,2025-10-06,1
962,block_283_trip_8_service_1,,50.007511138916016,19.925304412841797,6.800000190734863,0.0,2025-10-06 10:03:33,stop_532_74902,28,2025-10-06,1
748,block_59_trip_7_service_1,,50.036476135253906,20.007888793945312,303.6000061035156,0.0,2025-09-30 08:16:58,stop_469_66001,2,2025-10-06,1
941,block_123_trip_7_service_1,,50.0313720703125,19.949079513549805,313.1000061035156,0.0,2025-10-06 10:03:34,stop_438_61902,22,2025-10-06,1
942,block_124_trip_8_service_1,,49.99789047241211,19.92575454711914,205.39999389648438,0.0,2025-10-06 10:03:34,stop_520_73702,2,2025-10-06,1
776,block_44_trip_9_service_1,,50.02192306518555,20.051179885864258,304.3999938964844,0.0,2025-10-06 10:03:35,stop_571_81102,2,2025-10-06,1
742,block_249_trip_5_service_1,,50.06972885131836,19.90631866455078,278.0,0.0,2025-10-06 10:03:33,stop_61_8502,15,2025-10-06,1
935,block_33_trip_5_service_1,,50.039241790771484,20.04312515258789,254.6999969482422,0.0,2025-10-06 10:03:34,stop_1639_312401,29,2025-10-06,1
949,block_264_trip_6_service_1,,50.01089096069336,19.88254737854004,21.100000381469727,0.0,2025-10-06 10:03:34,stop_962_134601,30,2025-10-06,1
927,block_352_trip_9_service_1,,50.00142288208008,19.921798706054688,195.10000610351562,0.0,2025-10-06 10:03:32,stop_540_75801,3,2025-10-06,1
772,block_243_trip_9_service_1,,50.022239685058594,20.047277450561523,77.5999984741211,0.0,2025-10-06 10:03:33,stop_571_81103,12,2025-10-06,1
956,block_354_trip_9_service_1,,49.97394943237305,19.96723175048828,87.0,0.0,2025-10-06 10:03:34,stop_1664_314702,2,2025-10-06,1
750,block_418_trip_4_service_1,,49.997432708740234,20.032926559448242,122.0999984741211,0.0,2025-10-06 10:03:35,stop_1906_323501,14,2025-10-06,1
753,block_242_trip_8_service_1,,50.02851867675781,20.039506912231445,10.5,0.0,2025-10-06 10:03:34,stop_1636_312102,16,2025-10-06,1
954,block_372_trip_7_service_1,,50.04926300048828,19.647014617919922,267.79998779296875,0.0,2025-10-06 10:03:33,stop_1237_288502,2,2025-10-06,1
769,block_50_trip_6_service_1,,50.032108306884766,20.051979064941406,1.5,0.0,2006-02-20 09:03:30,stop_459_64601,4,2025-10-06,1
752,block_92_trip_7_service_1,,50.07821273803711,20.0658016204834,200.39999389648438,0.0,2025-10-06 10:01:40,stop_334_45909,1,2025-10-06,1
760,block_10_trip_9_service_1,,50.08668899536133,19.955402374267578,33.79999923706055,0.0,2025-10-06 10:03:33,stop_66_9201,6,2025-10-06,1
975,block_79_trip_9_service_1,,50.00835418701172,20.012454986572266,124.4000015258789,0.0,2025-10-06 10:03:34,stop_1642_312706,7,2025-10-06,1
943,block_134_trip_8_service_1,,50.03802490234375,19.89858055114746,231.1999969482422,0.0,2025-10-06 10:03:33,stop_1044_256002,7,2025-10-06,1
931,block_443_trip_7_service_1,,50.02591323852539,19.956872940063477,0.0,0.0,2025-10-06 06:56:02,stop_245_33202,7,2025-10-06,1
758,block_424_trip_5_service_1,,50.00829315185547,20.141124725341797,245.1999969482422,0.0,2025-10-06 10:00:08,stop_3087_379501,10,2025-10-06,1
970,block_382_trip_8_service_1,,49.99451446533203,19.91843032836914,15.899999618530273,0.0,2025-10-06 10:03:33,stop_542_76002,22,2025-10-06,1
907,block_147_trip_17_service_1,,50.08723449707031,19.922283172607422,115.9000015258789,0.0,2025-10-06 10:03:34,stop_44_6201,8,2025-10-06,1
916,block_331_trip_9_service_1,,50.078853607177734,20.066307067871094,228.6999969482422,0.0,2025-10-06 10:03:34,stop_334_45909,1,2025-10-06,1
950,block_129_trip_6_service_1,,50.03684997558594,20.00786018371582,208.0,0.0,2025-10-06 10:03:15,stop_457_64401,23,2025-10-06,1
963,block_328_trip_8_service_1,,50.046287536621094,19.881206512451172,232.6999969482422,0.0,2025-10-06 10:03:34,stop_1755_318201,7,2025-10-06,1
976,block_265_trip_5_service_1,,50.0136833190918,19.951641082763672,289.1000061035156,0.0,2025-10-06 10:03:34,stop_1749_317602,16,2025-10-06,1
920,block_341_trip_5_service_1,,50.0872917175293,19.890724182128906,108.5,0.0,2025-10-06 10:03:35,stop_7_1203,21,2025-10-06,1
926,block_400_trip_9_service_1,,50.128173828125,19.898134231567383,141.1999969482422,0.0,2025-10-06 10:03:34,stop_2344_347401,2,2025-10-06,1
925,block_378_trip_9_service_1,,50.12078857421875,20.11334228515625,129.3000030517578,0.0,2025-10-06 10:03:34,stop_2908_371902,6,2025-10-06,1
964,block_281_trip_9_service_1,,49.9934196472168,19.94121742248535,268.1000061035156,0.0,2025-10-06 10:03:33,stop_1645_313001,14,2025-10-06,1
908,block_359_trip_7_service_1,,50.081424713134766,19.890535354614258,192.8000030517578,0.0,2025-10-06 10:03:34,stop_2309_345907,28,2025-10-06,1
921,block_360_trip_4_service_1,,50.09388732910156,19.712963104248047,244.0,0.0,2025-10-06 10:03:16,stop_183_23801,26,2025-10-06,1
971,block_8_trip_10_service_1,,50.0009880065918,19.9063720703125,111.0,0.0,2025-10-06 10:03:17,stop_537_75402,12,2025-10-06,1
917,block_339_trip_6_service_1,,50.09281539916992,20.032974243164062,188.10000610351562,0.0,2025-10-06 10:03:34,stop_7_1202,3,2025-10-06,1
